12006,,Petr Schwarz Slask Wroclaw | POL 1,67,CM,300,PAC 69,SHO 63,PAS 67,DRI 66,DEF 61,PHY 73,3,3,H/H,Right,1859
12007,,Luis Martins Whitecaps FC | MLS,67,LB  LWB,300,PAC 69,SHO 60,PAS 66,DRI 67,DEF 62,PHY 63,3,2,H/M,Left,1800
12008,,Scott Bain Celtic | SPFL,67,GK,300,DIV 68,HAN 62,KIC 68,REF 72,SPD 54,POS 61,1,3,M/M,Right,957
12009,,Filip Bilbija Hamburger SV | GER 2,67,LW LM RW,350,PAC 72,SHO 55,PAS 65,DRI 68,DEF 31,PHY 65,3,3,M/M,Right,1544
12010,,Matteo Cotali Frosinone | ITA 2,67,LB LWB,300,PAC 71,SHO 40,PAS 60,DRI 62,DEF 63,PHY 64,2,3,H/M,Left,1639
12011,,Luke Garbutt Blackpool | ENG 2,67,LB LWB,300,PAC 71,SHO 54,PAS 66,DRI 65,DEF 63,PHY 65,3,3,H/M,Left,1782
12012,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12013,,Ignace Van der Brempt RB Salzburg | AUT 1,67,RB RWB RW,350,PAC 82,SHO 55,PAS 64,DRI 69,DEF 59,PHY 72,3,3,H/M,Right,1726
12014,,Basil Stillhart  FC St. Gallen | SUI 1,67,CDM CB,300,PAC 63,SHO 58,PAS 65,DRI 69,DEF 62,PHY 72,2,3,M/H,Right,1791
12015,,Javi Alonso  CD Tenerife | ESP 2,67,CDM,300,PAC 53,SHO 51,PAS 66,DRI 64,DEF 61,PHY 71,2,3,M/M,Left,1706
12016,,Gaetano Masucci Pisa | ITA 2,67,ST CF RW LW,300,PAC 70,SHO 65,PAS 59,DRI 72,DEF 30,PHY 47,3,4,M/M,Right,1623
12017,,Jhon Freddy Pajoy  Junior | SUD,67,RM LM RW LW,2.4K,PAC 81,SHO 63,PAS 63,DRI 71,DEF 29,PHY 53,3,3,H/L,Left,1655
12018,,John Salas Everton de Vina | SUD,67,RB RWB LB LM,5.4K,PAC 86,SHO 39,PAS 59,DRI 66,DEF 61,PHY 69,2,3,H/H,Right,1701
12019,,Sondre Bjorshol Viking FK | NOR 1,67,RB RWB,300,PAC 76,SHO 30,PAS 55,DRI 61,DEF 61,PHY 73,2,2,H/M,Right,1531
12020,,Grant Hall Rotherham Utd | ENG 2,67,CB,300,PAC 56,SHO 39,PAS 47,DRI 45,DEF 67,PHY 70,2,3,M/M,Right,1460
12021,,Joseph-Claude Gyau Degerfors IF | SWE 1,67,RB RWB RM,350,PAC 91,SHO 57,PAS 60,DRI 71,DEF 58,PHY 70,4,4,M/H,Right,1808
12022,,Kaan Kanak Hatayspor | TUR 1,67,LB LWB LM,5.5K,PAC 74,SHO 65,PAS 65,DRI 69,DEF 62,PHY 65,3,3,H/M,Left,1853
12023,,Bogdan Milovanov Arouca | POR 1,67,RB RWB,300,PAC 73,SHO 39,PAS 51,DRI 62,DEF 64,PHY 73,2,3,H/H,Right,1597
12024,,Maryan Shved Shakhtar Donetsk | UKR 1,67,RM RW ST,300,PAC 73,SHO 67,PAS 61,DRI 71,DEF 36,PHY 49,3,3,M/L,Left,1640
12025,,Yosuke Ideguchi Celtic | SPFL,67,CM CDM,2.5K,PAC 68,SHO 61,PAS 64,DRI 65,DEF 63,PHY 69,3,3,M/H,Right,1771
12026,,Sambou Soumano KAS Eupen | BEL 1,67,ST CF,2K,PAC 70,SHO 66,PAS 50,DRI 68,DEF 25,PHY 51,2,3,M/M,Right,1472
12027,,Pablo Gozalbez Valencia CF | ESP 1,67,CAM CM,300,PAC 58,SHO 66,PAS 64,DRI 69,DEF 49,PHY 49,3,4,H/M,Right,1669
12028,,Ibrahim Dresevic Karagumruk SK | TUR 1,67,CB,350,PAC 48,SHO 47,PAS 59,DRI 66,DEF 66,PHY 74,2,3,M/M,Right,1669
12029,,Moustafa Zeidan Malmo FF | SWE 1,67,CM,350,PAC 69,SHO 63,PAS 68,DRI 72,DEF 54,PHY 63,3,4,H/M,Left,1814
12030,,Stephen Quemper En Avant Guingamp | FRA 2,67,LB LWB,300,PAC 78,SHO 35,PAS 61,DRI 66,DEF 61,PHY 70,2,3,H/M,Left,1629
12031,,Jimmy Medranda Sounders FC | MLS,67,LWB LB LM,1.1K,PAC 73,SHO 61,PAS 62,DRI 68,DEF 62,PHY 66,3,2,M/M,Left,1750
12032,,Toni Domgjoni Vitesse | NED 1,67,CM CDM CAM,300,PAC 69,SHO 57,PAS  65,DRI 68,DEF 64,PHY 70,3,4,H/M,Right,1819
12033,,Julien Masson Valenciennes FC | FRA 2,67,CDM CM,350,PAC 61,SHO 43,PAS 58,DRI 60,DEF 63,PHY 80,2,2,M/M,Left,1634
12034,,Antonin Vitoria SC | POR 1,67,ST LM CF,1.3K,PAC 82,SHO 66,PAS 57,DRI  68,DEF 23,PHY 56,3,3,M/M,Right,1574
12035,,Artur Sobiech Lech Poznan | POL 1,67,ST CF,300,PAC 64,SHO 67,PAS 56,DRI 66,DEF 31,PHY 68,2,3,M/L,Right,1615
12036,,Eric Oelschlagel FC Emmen | NED 1,67,GK,300,DIV 69,HAN 64,KIC 57,REF 69,SPD  38,POS 65,1,2,M/M,Right,719
12037,,Dragos Grigore FC Rapid 1923 | ROM 1,67,CB,300,PAC 52,SHO 54,PAS 56,DRI 45,DEF 66,PHY 74,2,2,L/H,Right,1636
12038,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12039,,Goran Karacic  Adana Demirspor | TUR 1,67,GK,350,DIV 70,HAN 70,KIC 64,REF 69,SPD 31,POS 60,1,2,M/M,Right,636
12040,,Alexandru Albu FC Rapid 1923 | ROM 1,67,CDM CB CM,350,PAC 64,SHO 63,PAS 63,DRI 61,DEF 64,PHY 78,3,3,H/H,Left,1796
12041,,Roger Assale Dijon FCO | FRA 2,67,ST RM CF,350,PAC 84,SHO 68,PAS 64,DRI 72,DEF 29,PHY 53,3,3,H/M,Right,1701
12042,,Mattia Bottani FC Lugano | SUI 1,67,CAM ST LW,350,PAC 82,SHO 66,PAS 61,DRI 71,DEF 43,PHY 51,3,4,M/L,Right,1720
12043,,Makana Baku Legia Warszawa | POL 1,67,LM RM LW,450,PAC 90,SHO 63,PAS 54,DRI 73,DEF 27,PHY 62,3,4,H/M,Right,1637
12044,,Andre Amaro Vitoria SC | POR 1,67,CB,300,PAC 61,SHO 44,PAS 52,DRI 62,DEF 66,PHY 71,2,3,M/M,Right,1588
12045,,Chris Cadden Hibernian | SPFL,67,RB RWB,300,PAC 72,SHO 58,PAS 64,DRI 67,DEF 60,PHY 72,3,3,H/M,Right,1779
12046,,Allahyar Sayyadmanesh Hull City | ENG 2,67,ST RM LM CF,350,PAC 84,SHO 67,PAS 56,DRI 69,DEF 36,PHY 72,3,4,H/M,Right,1702
12047,,Colin Coosemans RSC Anderlecht | BEL 1,67,GK,350,DIV 67,HAN 63,KIC 69,REF 69,SPD 44,POS 68,1,4,M/M,Right,858
12048,,Bailey Peacock-Farrell Burnley | ENG 2,67,GK,300,DIV 69,HAN 67,KIC 66,REF 69,SPD 53,POS 63,1,2,M/M,Left,945
12049,,Ben Hamer Watford | ENG 2,67,GK,450,DIV 68,HAN 62,KIC 66,REF 68,SPD 45,POS 66,1,3,M/M,Right,844
12050,,Kaine Kesler Hayden Huddersfield | ENG 2,67,RWB RB,2.4K,PAC 81,SHO 48,PAS 58,DRI 70,DEF 60,PHY 56,3,3,H/M,Right,1627
12051,,Oscar Clemente UD Las Palmas | ESP 2,67,RM LM CAM RW,300,PAC 73,SHO 55,PAS 67,DRI 63,DEF 40,PHY 46,3,3,M/M,Left,1558
12052,,Aleksandar Palocevic FC Seoul | KOR 1,67,CM,300,PAC 61,SHO 63,PAS 67,DRI 69,DEF 51,PHY 66,3,3,H/L,Left,1748
12053,,Park Seung Wook Pohang Steelers | KOR 1,67,RB RWB CB,300,PAC 74,SHO 38,PAS 59,DRI 60,DEF 63,PHY 75,2,3,M/H,Right,1626
12054,,James McCarthy Celtic | SPFL,67,CDM,300,PAC 55,SHO 61,PAS 64,DRI 68,DEF 67,PHY 66,3,3,M/H,Right,1771
12055,,Joao Vigario Pacos Ferreira | POR 1,67,LB LWB,300,PAC 68,SHO 60,PAS 61,DRI 68,DEF 63,PHY 69,3,3,M/M,Left,1774
12056,,Calvin Verdonk N.E.C. Nijmegen | NED 1,67,LB CB LWB,350,PAC 65,SHO 58,PAS 67,DRI 66,DEF 64,PHY 65,3,4,M/M,Left,1801
12057,,Dirk Proper N.E.C. Nijmegen | NED 1,67,CDM CM,300,PAC 75,SHO 49,PAS 60,DRI 67,DEF 64,PHY 57,2,3,M/M,Right,1624
12058,,Erik Exposito Slask Wroclaw | POL 1,67,ST CF,300,PAC 67,SHO 68,PAS 59,DRI 63,DEF 29,PHY 67,2,2,H/M,Left,1591
12059,,Carlo Boukhalfa FC St. Pauli | GER 2,67,CAM CDM CM,300,PAC 66,SHO 61,PAS 62,DRI 67,DEF 61,PHY 75,2,4,M/M,Left,1731
12060,,Frank Ronstadt SV Darmstadt 98 | GER 2,67,RB RWB LB,350,PAC 77,SHO 41,PAS 58,DRI 65,DEF 61,PHY 67,2,3,M/M,Right,1675
12061,,Morten Behrens SV Waldhof | GER 3,67,GK,350,DIV 69,HAN 69,KIC 66,REF 68,SPD  26,POS 68,1,3,M/M,Right,614
12062,,Elia Caprile Bari | ITA 2,67,GK,400,DIV 66,HAN 67,KIC 69,REF 70,SPD 48,POS 63,1,3,M/M,Right,687
12063,,Julian Aude Lanus | SUD,67,LB LWB CDM,1.1K,PAC 71,SHO 46,PAS 62,DRI 75,DEF 60,PHY  64,3,4,M/M,Left,1677
12064,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12065,,Ethan Finlay  Austin FC | MLS,67,RM RW,300,PAC 79,SHO 62,PAS 63,DRI 65,DEF 42,PHY 62,3,3,H/H,Right,1677
12066,,Luigi Canotto Reggina | ITA 2,67,RW RM ST,350,PAC 71,SHO 62,PAS 63,DRI 70,DEF 41,PHY 55,3,5,M/H,Right,1627
12067,,Huseyin Turkmen Trabzonspor | TUR 1,67,CB RB,300,PAC 72,SHO 37,PAS 49,DRI 56,DEF 67,PHY 73,2,4,M/H,Right,1583
12068,,Alan Czerwinski Lech Poznan | POL 1,67,RB RWB,300,PAC 81,SHO 42,PAS 61,DRI 64,DEF 61,PHY 69,3,3,M/M,Right,1671
12069,,Jordan Marie Dijon FCO | FRA 2,67,CM CDM,300,PAC 37,SHO 52,PAS 65,DRI 69,DEF 65,PHY 60,3,3,M/M,Right,1643
12070,,Mohamed Aidara FC Vizela | POR 1,67,CB,300,PAC 46,SHO 31,PAS 36,DRI 38,DEF 68,PHY 75,2,2,L/M,Right,1355
12071,,Rubio Rubin Real Salt Lake | MLS,67,ST CF,10K,PAC 74,SHO 66,PAS 61,DRI 68,DEF 28,PHY 66,3,3,H/M,Right,1660
12072,,Calvin Mac-Intosch SC Cambuur | NED 1,67,CB,300,PAC 71,SHO 38,PAS 52,DRI 58,DEF 65,PHY 77,2,3,M/H,Right,1571
12073,,Teden Mengi Manchester Utd | ENG 1,67,CB,600,PAC 79,SHO 39,PAS 54,DRI 59,DEF 65,PHY 71,2,3,H/H,Right,1591
12074,,Leopold Wahlstedt Odds BK | NOR 1,67,GK,350,DIV 67,HAN 65,KIC 63,REF 68,SPD 35,POS 65,1,2,M/M,Right,622
12075,,Zhang Xizhe Beijing Guoan | CHN 1,67,CM LM CAM,300,PAC 75,SHO 63,PAS 68,DRI 70,DEF 48,PHY 62,3,4,M/L,Right,1787
12076,,Marcin Cebula Rakow | POL 1,67,CF LM CAM ST,300,PAC 81,SHO 65,PAS 66,DRI 69,DEF 54,PHY 65,3,3,H/H,Right,1854
12077,,Erico UTA Arad | ROM 1,67,CB,300,PAC 66,SHO 32,PAS 41,DRI 50,DEF 66,PHY 78,2,3,M/M,Right,1452
12078,,Christoph Monschein SV Ried | AUT 1,67,ST CF,350,PAC 85,SHO 66,PAS 51,DRI 67,DEF 22,PHY 66,3,3,M/M,Right,1604
12079,,Fabio Daprela FC Lugano | SUI 1,67,CB,300,PAC 69,SHO 57,PAS 62,DRI 65,DEF 66,PHY 77,3,3,M/H,Left,1798
12080,,Kristoffer Pallesen AaB | DEN 1,67,RB RWB RM,300,PAC 72,SHO 37,PAS 59,DRI 66,DEF 60,PHY 72,2,3,H/H,Right,1612
12081,,Fortune Bassey Viktoria Plzen | CZE 1,67,ST CF,1.9K,PAC 75,SHO 68,PAS 62,DRI 65,DEF 21,PHY 68,3,3,M/M,Right,1636
12082,,Luke Leahy Shrewsbury | ENG 3,67,CM CB LWB,300,PAC 71,SHO 63,PAS 66,DRI 68,DEF 59,PHY 77,3,2,M/M,Left,1857
12083,,Sebastian Mai MSV Duisburg | GER 3,67,CB,350,PAC 43,SHO 57,PAS 45,DRI  50,DEF 65,PHY 82,2,2,H/M,Right,1499
12084,,Antoine Batisse Pau FC | FRA 2,67,CB,350,PAC 45,SHO 44,PAS 62,DRI 61,DEF 65,PHY 78,2,3,M/H,Right,1601
12085,,Jon Dagur THorsteinsson OH Leuven | BEL 1,67,CF LM ST,300,PAC 80,SHO 61,PAS 62,DRI 72,DEF 40,PHY 72,3,4,H/M,Right,1733
12086,,Aiden O'Neill Melbourne City | AUS 1,67,CDM CM,350,PAC 76,SHO 58,PAS 62,DRI 66,DEF 62,PHY 70,3,3,M/M,Right,1787
12087,,Josh Williams Columbus Crew | MLS,67,CB,300,PAC 57,SHO 46,PAS 59,DRI 57,DEF 66,PHY 75,2,3,M/M,Right,1641
12088,,Luca Oyen KRC Genk | BEL 1,67,LW LM CAM,300,PAC 77,SHO 58,PAS 64,DRI 72,DEF 39,PHY 50,3,3,M/M,Right,1637
12089,,Matej Hanousek Gaziantep | TUR 1,67,LB LWB,9.5K,PAC 80,SHO 44,PAS 60,DRI 64,DEF 62,PHY 73,2,2,H/H,Left,1702
12090,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12091,,Nilson Angulo RSC Anderlecht | BEL 1,67,CAM RM ST,350,PAC 81,SHO 59,PAS 60,DRI 68,DEF 34,PHY 53,4,3,M/M,Right,1558
12092,,Nikita Contini Sampdoria | ITA 1,67,GK,1.7K,DIV 68,HAN 66,KIC 61,REF 69,SPD 48,POS 64,1,1,M/M,Right,775
12093,,Atdhe Nuhiu SCR Altach | AUT 1,67,ST CF,350,PAC 32,SHO 67,PAS 58,DRI 61,DEF 41,PHY 71,3,4,M/L,Right,1520
12094,,Joevin Jones Inter Miami CF | MLS,67,LB LWB RM LM,1.1K,PAC 77,SHO 57,PAS 64,DRI 69,DEF 61,PHY 68,3,2,M/M,Left,1776
12095,,Maxime Dominguez Miedz Legnica | POL 1,67,CAM CM,300,PAC 75,SHO 59,PAS 64,DRI 70,DEF 45,PHY 47,4,4,M/M,Left,1678
12096,,Darlin Yongwa FC Lorient | FRA 1,67,LB LWB,450,PAC 85,SHO 40,PAS 59,DRI 65,DEF 58,PHY 67,3,3,H/M,Left,1626
12097,,Jordan Smith Nottm Forest | ENG 1,67,GK,4.7K,DIV 65,HAN 63,KIC 55,REF 73,SPD 35,POS 64,1,4,M/M,Left,777
12098,,Erwin Mulder Go Ahead Eagles | NED 1,67,GK,300,DIV 67,HAN 64,KIC 71,REF 70,SPD 33,POS 64,1,3,M/M,Right,853
12099,,Nathaniel Mendez-Laing Derby County | ENG 3,67,RM LM RW,350,PAC 88,SHO 63,PAS 60,DRI 69,DEF 51,PHY 64,3,3,H/M,Right,1716
12100,,Christian Almeida  Nacional | LIB,67,LB CB LWB,350,PAC 56,SHO 42,PAS 58,DRI 60,DEF 69,PHY 58,2,3,L/H,Left,1607
12101,,Fabian Piasecki  Rakow | POL 1,67,ST CF,300,PAC 76,SHO 69,PAS 58,DRI 64,DEF 35,PHY 77,3,3,M/M,Right,1700
12102,,Martin Ellingsen Molde FK | NOR 1,67,CDM CB,300,PAC 59,SHO 61,PAS 65,DRI 67,DEF 64,PHY 69,3,3,M/M,Left,1795
12103,,Amar Dedic RB Salzburg | AUT 1,67,LB RB LWB,300,PAC 80,SHO 57,PAS 64,DRI 69,DEF 59,PHY 67,3,3,H/M,Right,1782
12104,,Liam Gordon St. Johnstone | SPFL,67,CB,300,PAC 56,SHO 28,PAS 42,DRI 49,DEF 67,PHY 76,2,3,M/H,Right,1415
12105,,Aimen Moueffek AS Saint-Etienne | FRA 2,67,CM RB,300,PAC 67,SHO 55,PAS 64,DRI 70,DEF 66,PHY 63,3,3,H/M,Right,1737
12106,,Robert Ivanov Warta Poznan | POL 1,67,CB,350,PAC 57,SHO 32,PAS 54,DRI 50,DEF 69,PHY 72,3,2,H/M,Right,1463
12107,,Joao Virginia SC Cambuur | NED 1,67,GK,350,DIV 69,HAN 66,KIC 65,REF 70,SPD 52,POS 63,1,3,M/M,Left,684
12108,,Tuur Dierckx KVC Westerlo | BEL 1,67,RM RW,300,PAC 75,SHO 65,PAS 60,DRI 72,DEF 19,PHY 59,3,5,H/M,Right,1614
12109,,Adrian Rus Pisa | ITA 2,67,CB CDM,350,PAC 72,SHO 47,PAS 54,DRI 59,DEF 65,PHY 73,2,3,M/H,Right,1643
12110,,Radu Boboc FCSB | ROM 1,67,RB RWB LB CDM,8K,PAC 72,SHO 51,PAS 61,DRI 62,DEF 63,PHY 70,2,4,H/M,Right,1705
12111,,Iebe Swers KV Mechelen | BEL 1,67,RB RWB LB RM,350,PAC 87,SHO 52,PAS 62,DRI 68,DEF 58,PHY 65,3,3,H/M,Right,1761
12112,,Mauro Coppolaro Modena | ITA 2,67,RB RWB CB,300,PAC 69,SHO 42,PAS 53,DRI 57,DEF 65,PHY 73,3,4,M/H,Right,1560
12113,,Borja Valle FC Cartagena | ESP 2,67,ST LM CAM CF,300,PAC 69,SHO 69,PAS 64,DRI 67,DEF 45,PHY 62,3,4,M/H,Right,1755
12114,,Florin Iacob UTA Arad | ROM 1,67,GK,300,DIV 65,HAN 63,KIC 67,REF 71,SPD 49,POS 62,1,2,M/M,Right,760
12115,,Alex Scott Bristol City | ENG 2,67,CAM RM CM,300,PAC 73,SHO 59,PAS 66,DRI 73,DEF 54,PHY 58,3,3,H/M,Right,1754
12116,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12117,,Florin Stefan FC Rapid 1923 | ROM 1,67,LB LWB LM,350,PAC 78,SHO 58,PAS 64,DRI 64,DEF 63,PHY 69,3,2,H/H,Left,1790
12118,,Christian Clemens Lechia Gdansk | POL 1,67,RM LM RW,7K,PAC 77,SHO 65,PAS 66,DRI 66,DEF 51,PHY 61,3,3,M/M,Right,1768
12119,,Craig Forsyth Derby County | ENG 3,67,LB CB LWB,300,PAC 54,SHO 59,PAS 63,DRI 63,DEF 67,PHY 67,2,2,M/H,Left,1711
12120,,Nicolas Royon Ayacucho | SUD,67,ST CF,1.9K,PAC 80,SHO 71,PAS 60,DRI 63,DEF 24,PHY 58,2,3,M/M,Right,1639
12121,,Andrew Considine St. Johnstone | SPFL,67,CB,300,PAC 35,SHO 31,PAS 55,DRI 61,DEF 67,PHY 75,2,3,H/H,Left,1501
12122,,Juan Arboleda Indep. Medellin | SUD,67,RB RWB CB,7.8K,PAC 78,SHO 40,PAS 60,DRI 62,DEF 62,PHY 72,3,3,M/M,Right,1646
12123,,Brandon Borrello WS Wanderers | AUS 1,67,RM LM RW ST,300,PAC 70,SHO 64,PAS 61,DRI 69,DEF 26,PHY 68,3,4,M/M,Right,1613
12124,,Richard Smallwood Bradford City | ENG 4,67,CDM,350,PAC 50,SHO 55,PAS 61,DRI 57,DEF 65,PHY 72,2,2,M/H,Right,1678
12125,,Cade Cowell SJ Earthquakes | MLS,67,LM RM ST LW,350,PAC 88,SHO 62,PAS 57,DRI 69,DEF 34,PHY 76,2,3,M/M,Right,1664
12126,,Muhammed Sengezer Basaksehir | TUR 1,67,GK,300,DIV 67,HAN 64,KIC 61,REF 70,SPD 35,POS 66,1,2,M/M,Right,679
12127,,Marko Marosi  Shrewsbury | ENG 3,67,GK,550,DIV 67,HAN 65,KIC 66,REF 68,SPD 41,POS 66,1,3,M/M,Right,848
12128,,Yan Dhanda Ross County | SPFL,67,CAM CM,300,PAC 69,SHO 62,PAS 67,DRI 71,DEF 42,PHY 48,3,3,M/M,Right,1659
12129,,Christian Mafla Deportivo Cali | LIB,67,LB CB LWB,3.2K,PAC 62,SHO 35,PAS 51,DRI 62,DEF 66,PHY 73,2,3,H/M,Left,1582
12130,,Sydney van Hooijdonk  sc Heerenveen | NED 1,67,ST CF,400,PAC 76,SHO 69,PAS 55,DRI 62,DEF 26,PHY 69,2,4,H/M,Right,1637
12131,,Federico Bravo Antofagasta | SUD,67,CDM CB,4.5K,PAC 51,SHO 45,PAS 59,DRI 59,DEF 64,PHY 80,2,2,L/H,Right,1637
12132,,Ruan Orlando City | MLS,67,RB RWB,3.6K,PAC 93,SHO 31,PAS 60,DRI 68,DEF 57,PHY 67,2,2,M/H,Right,1624
12133,,Rodrigo Contreras Platense | ARG 1,67,ST CF,1K,PAC 71,SHO 66,PAS 52,DRI 65,DEF 32,PHY 73,3,2,H/L,Left,1611
12134,,Samuel Sahin-Radlinger SV Ried | AUT 1,67,GK,350,DIV 68,HAN 62,KIC 59,REF 69,SPD 51,POS 66,1,2,M/M,Right,755
12135,,Simon Thern IFK Goteborg | SWE 1,67,CM,2.2K,PAC 75,SHO 64,PAS 66,DRI 70,DEF 58,PHY 68,3,4,H/M,Right,1818
12136,,Anton Saletros Sarpsborg 08 | NOR 1,67,CM CDM,1.2K,PAC 63,SHO 57,PAS 69,DRI 65,DEF 61,PHY 69,3,3,M/M,Left,1797
12137,,Giovanni Crociata Sudtirol | ITA 2,67,CM  CAM,4.1K,PAC 76,SHO 58,PAS 68,DRI 72,DEF 47,PHY 59,3,4,M/M,Right,1767
12138,,Dalcio Apoel FC | CYP 1,67,CM CDM CAM,9K,PAC 79,SHO 66,PAS 64,DRI 72,DEF 57,PHY 63,3,2,M/M,Left,1785
12139,,Nicklas Shipnoski Jahn Regensburg | GER 2,67,RM CAM RW,300,PAC 81,SHO 61,PAS 59,DRI 69,DEF 26,PHY 49,3,3,H/M,Right,1552
12140,,Liam Lindsay Preston | ENG 2,67,CB,300,PAC 41,SHO 34,PAS 47,DRI 51,DEF 67,PHY 75,2,3,M/H,Left,1432
12141,,Doneil Henry Toronto FC | MLS,67,CB,8.8K,PAC 67,SHO 36,PAS 50,DRI 46,DEF 62,PHY 86,2,2,M/H,Right,1526
12142,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12143,,Andy King Bristol City | ENG 2,67,CM CDM,300,PAC 52,SHO 64,PAS 66,DRI 65,DEF 68,PHY 61,3,3,M/M,Right,1787
12144,,Daniel Fuzato UD Ibiza | ESP 2,67,GK,300,DIV 64,HAN 66,KIC 61,REF 68,SPD 27,POS 69,1,3,M/M,Right,641
12145,,Koffi Kouao FC Metz | FRA 2,67,RB RWB,400,PAC 75,SHO 35,PAS 50,DRI 63,DEF 63,PHY 66,2,3,H/H,Right,1583
12146,,Luke O'Nien Sunderland | ENG 2,67,CDM,350,PAC 75,SHO 58,PAS 62,DRI 64,DEF 62,PHY 79,2,4,M/H,Right,1843
12147,,Noah Loosli Grasshopper Club | SUI 1,67,CB,350,PAC 74,SHO 44,PAS 44,DRI 56,DEF 66,PHY 77,2,3,L/M,Right,1546
12148,,Tomas Esteves Pisa | ITA 2,67,RB RWB,300,PAC 75,SHO 37,PAS 59,DRI 67,DEF 62,PHY 63,3,3,H/M,Right,1581
12149,,Cesar Ibanez Huracan | ARG 1,67,LB LWB,2K,PAC 73,SHO 28,PAS 56,DRI 62,DEF 63,PHY 67,2,2,M/M,Left,1571
12150,,Enrico Delprato Parma | ITA 2,67,RB RWB CB RM,300,PAC 74,SHO 45,PAS 61,DRI 61,DEF 62,PHY 68,2,3,M/M,Right,1685
12151,,Vebjorn Hoff Odds BK | NOR 1,67,CM,1.3K,PAC 67,SHO 54,PAS 65,DRI 68,DEF 64,PHY 66,3,3,M/M,Right,1774
12152,,Freddie Ladapo  Ipswich | ENG 3,67,ST CF,300,PAC 81,SHO 65,PAS 46,DRI 66,DEF 25,PHY 73,3,4,M/L,Right,1566
12153,,Dominik Fitz FK Austria Wien | AUT 1,67,CAM LM ST,300,PAC 70,SHO 65,PAS 66,DRI 69,DEF 33,PHY 52,4,3,H/L,Right,1694
12154,,Hayden Coulson  Aberdeen | SPFL,67,LB LWB,300,PAC 75,SHO 38,PAS 56,DRI 66,DEF 62,PHY 60,3,3,M/M,Left,1573
12155,,David Bates KV Mechelen | BEL 1,67,CB,300,PAC 57,SHO 29,PAS 45,DRI 51,DEF 66,PHY 74,2,2,L/M,Right,1411
12156,,Pedro Marques N.E.C. Nijmegen | NED 1,67,ST CF,300,PAC 74,SHO 68,PAS 51,DRI 66,DEF 27,PHY 66,3,4,H/M,Right,1614
12157,,Krystof Danek Sparta Praha | CZE 1,67,CAM RM LM,400,PAC 69,SHO 58,PAS 66,DRI 69,DEF 26,PHY 49,3,3,M/M,Left,1526
12158,,Connor Metcalfe FC St. Pauli | GER 2,67,CM CDM,350,PAC 64,SHO 59,PAS 65,DRI 67,DEF 59,PHY 79,2,4,H/M,Left,1788
12159,,Yang Liyu Guangzhou FC | CHN 1,67,RM RW ST,1.9K,PAC 85,SHO 55,PAS 61,DRI 65,DEF 43,PHY 71,3,2,M/M,Right,1711
12160,,Loic Bessile Sp. Charleroi | BEL 1,67,CB LB,1.9K,PAC 75,SHO 36,PAS 52,DRI 63,DEF 65,PHY 72,2,2,M/H,Left,1605
12161,,Saturnin Allagbe Dijon FCO | FRA 2,67,GK,300,DIV 66,HAN 64,KIC 65,REF 71,SPD 30,POS 68,1,2,M/M,Right,767
12162,,Zech Medley KV Oostende | BEL 1,67,CB LB,350,PAC 67,SHO 30,PAS 45,DRI 53,DEF 66,PHY 74,2,2,M/H,Left,1453
12163,,Cristian Galano Bari | ITA 2,67,ST CF RW,350,PAC 86,SHO 69,PAS 66,DRI 72,DEF 22,PHY 65,3,1,H/L,Left,1764
12164,,Jorge Enrique Flores Always Ready | LIB,67,LB LWB LM,1K,PAC 71,SHO 38,PAS 55,DRI 59,DEF 65,PHY 59,2,2,H/M,Left,1562
12165,,Axel Maraval Nimes Olympique | FRA 2,67,GK,300,DIV 70,HAN 63,KIC 64,REF 69,SPD 41,POS 68,1,2,M/M,Right,784
12166,,Jeong Jae Yong Suwon FC | KOR 1,67,CDM CM,300,PAC 48,SHO 62,PAS 61,DRI 61,DEF 63,PHY 78,2,3,M/M,Right,1712
12167,,Giorgi Aburjania Gil Vicente | POR 1,67,CM CDM CAM,300,PAC 52,SHO 62,PAS 66,DRI 68,DEF 63,PHY 72,2,5,M/M,Right,1782
12168,,Player,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
12169,,Andy King Bristol City | ENG 2,67,CM CDM,300,PAC 52,SHO 64,PAS 66,DRI 65,DEF 68,PHY 61,3,3,M/M,Right,1787
12170,,Daniel Fuzato UD Ibiza | ESP 2,67,GK,300,DIV 64,HAN 66,KIC 61,REF 68,SPD 27,POS 69,1,3,M/M,Right,641
12171,,Koffi Kouao FC Metz | FRA 2,67,RB RWB,400,PAC 75,SHO 35,PAS 50,DRI 63,DEF 63,PHY 66,2,3,H/H,Right,1583
